Question,Answer,Image Path
"What is the size of the hotplate in cm? Length, width and height.","Object hotplate has the following size:
Length: 52.9 cm,
width: 59.96 cm,
height: 0.71 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the teapot in cm? Length, width and height.","Object teapot has the following size:
Length: 22.37 cm,
width: 22.83 cm,
height: 17.69 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the pot2 in cm? Length, width and height.","Object pot2 has the following size:
Length: 19.99 cm,
width: 20.81 cm,
height: 10.58 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff in cm? Length, width and height.","Object kitchen_stuff has the following size:
Length: 2.38 cm,
width: 7.19 cm,
height: 38.34 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff in cm? Length, width and height.","Object kitchen_stuff has the following size:
Length: 4.43 cm,
width: 9.18 cm,
height: 36.65 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff in cm? Length, width and height.","Object kitchen_stuff has the following size:
Length: 2.02 cm,
width: 10.73 cm,
height: 37.94 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff in cm? Length, width and height.","Object kitchen_stuff has the following size:
Length: 0.76 cm,
width: 3.33 cm,
height: 37.89 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff in cm? Length, width and height.","Object kitchen_stuff has the following size:
Length: 3.34 cm,
width: 6.51 cm,
height: 38.37 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff in cm? Length, width and height.","Object kitchen_stuff has the following size:
Length: 5.45 cm,
width: 60.14 cm,
height: 3.42 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the pot1 in cm? Length, width and height.","Object pot1 has the following size:
Length: 19.45 cm,
width: 19.52 cm,
height: 8.94 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the paper_towel in cm? Length, width and height.","Object paper_towel has the following size:
Length: 13.23 cm,
width: 25.54 cm,
height: 19.25 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the condiments2 in cm? Length, width and height.","Object condiments2 has the following size:
Length: 5.32 cm,
width: 4.73 cm,
height: 9.37 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the condiments2 in cm? Length, width and height.","Object condiments2 has the following size:
Length: 3.68 cm,
width: 4.77 cm,
height: 9.37 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the condiments2 in cm? Length, width and height.","Object condiments2 has the following size:
Length: 5.31 cm,
width: 5.36 cm,
height: 9.36 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the condiments2 in cm? Length, width and height.","Object condiments2 has the following size:
Length: 5.31 cm,
width: 5.36 cm,
height: 9.37 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the condiments2 in cm? Length, width and height.","Object condiments2 has the following size:
Length: 5.32 cm,
width: 4.73 cm,
height: 9.36 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the condiments2 in cm? Length, width and height.","Object condiments2 has the following size:
Length: 21.68 cm,
width: 21.81 cm,
height: 14.71 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the plastic_boxes in cm? Length, width and height.","Object plastic_boxes has the following size:
Length: 19.85 cm,
width: 14.49 cm,
height: 7.35 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the plastic_boxes in cm? Length, width and height.","Object plastic_boxes has the following size:
Length: 19.1 cm,
width: 13.55 cm,
height: 5.33 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the plastic_boxes in cm? Length, width and height.","Object plastic_boxes has the following size:
Length: 26.38 cm,
width: 14.36 cm,
height: 5.33 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the bread in cm? Length, width and height.","Object bread has the following size:
Length: 14.79 cm,
width: 16.54 cm,
height: 7.51 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the bread in cm? Length, width and height.","Object bread has the following size:
Length: 13.93 cm,
width: 14.78 cm,
height: 0.81 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the bread_container in cm? Length, width and height.","Object bread_container has the following size:
Length: 40.0 cm,
width: 28.0 cm,
height: 12.32 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the condiments in cm? Length, width and height.","Object condiments has the following size:
Length: 6.83 cm,
width: 6.86 cm,
height: 8.65 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the condiments in cm? Length, width and height.","Object condiments has the following size:
Length: 6.83 cm,
width: 6.86 cm,
height: 8.65 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the condiments in cm? Length, width and height.","Object condiments has the following size:
Length: 6.83 cm,
width: 6.86 cm,
height: 8.65 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the condiments in cm? Length, width and height.","Object condiments has the following size:
Length: 6.83 cm,
width: 6.86 cm,
height: 8.65 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the condiments in cm? Length, width and height.","Object condiments has the following size:
Length: 6.83 cm,
width: 6.86 cm,
height: 8.65 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the condiments in cm? Length, width and height.","Object condiments has the following size:
Length: 6.83 cm,
width: 6.86 cm,
height: 8.65 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the condiments in cm? Length, width and height.","Object condiments has the following size:
Length: 27.59 cm,
width: 14.0 cm,
height: 16.99 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the bread_container2 in cm? Length, width and height.","Object bread_container2 has the following size:
Length: 30.79 cm,
width: 19.86 cm,
height: 12.98 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the knifes in cm? Length, width and height.","Object knifes has the following size:
Length: 12.49 cm,
width: 13.1 cm,
height: 20.02 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the knifes in cm? Length, width and height.","Object knifes has the following size:
Length: 3.26 cm,
width: 4.14 cm,
height: 10.41 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the knifes in cm? Length, width and height.","Object knifes has the following size:
Length: 3.26 cm,
width: 4.14 cm,
height: 10.41 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the knifes in cm? Length, width and height.","Object knifes has the following size:
Length: 3.26 cm,
width: 4.14 cm,
height: 10.41 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the knifes in cm? Length, width and height.","Object knifes has the following size:
Length: 3.26 cm,
width: 4.14 cm,
height: 10.41 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff3 in cm? Length, width and height.","Object kitchen_stuff3 has the following size:
Length: 5.96 cm,
width: 5.96 cm,
height: 12.1 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff3 in cm? Length, width and height.","Object kitchen_stuff3 has the following size:
Length: 8.08 cm,
width: 8.08 cm,
height: 4.63 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff3 in cm? Length, width and height.","Object kitchen_stuff3 has the following size:
Length: 6.26 cm,
width: 6.26 cm,
height: 4.72 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff3 in cm? Length, width and height.","Object kitchen_stuff3 has the following size:
Length: 6.26 cm,
width: 6.26 cm,
height: 4.72 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff3 in cm? Length, width and height.","Object kitchen_stuff3 has the following size:
Length: 5.96 cm,
width: 5.96 cm,
height: 12.1 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff3 in cm? Length, width and height.","Object kitchen_stuff3 has the following size:
Length: 7.85 cm,
width: 7.85 cm,
height: 4.63 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff3 in cm? Length, width and height.","Object kitchen_stuff3 has the following size:
Length: 34.03 cm,
width: 9.08 cm,
height: 2.81 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff3 in cm? Length, width and height.","Object kitchen_stuff3 has the following size:
Length: 8.18 cm,
width: 5.84 cm,
height: 20.24 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff3 in cm? Length, width and height.","Object kitchen_stuff3 has the following size:
Length: 7.96 cm,
width: 5.28 cm,
height: 20.24 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_stuff3 in cm? Length, width and height.","Object kitchen_stuff3 has the following size:
Length: 6.69 cm,
width: 8.41 cm,
height: 20.24 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the cups in cm? Length, width and height.","Object cups has the following size:
Length: 5.97 cm,
width: 5.6 cm,
height: 5.48 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the cups in cm? Length, width and height.","Object cups has the following size:
Length: 6.62 cm,
width: 6.29 cm,
height: 6.18 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the cups in cm? Length, width and height.","Object cups has the following size:
Length: 4.38 cm,
width: 5.46 cm,
height: 6.85 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the cups in cm? Length, width and height.","Object cups has the following size:
Length: 5.1 cm,
width: 6.0 cm,
height: 6.85 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the cups in cm? Length, width and height.","Object cups has the following size:
Length: 34.0 cm,
width: 4.66 cm,
height: 10.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the kitchen_set in cm? Length, width and height.","Object kitchen_set has the following size:
Length: 570.0 cm,
width: 331.0 cm,
height: 10.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the sink in cm? Length, width and height.","Object sink has the following size:
Length: 80.0 cm,
width: 50.0 cm,
height: 41.87 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the egg_cuter in cm? Length, width and height.","Object egg_cuter has the following size:
Length: 8.1 cm,
width: 7.26 cm,
height: 4.77 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the egg_cuter in cm? Length, width and height.","Object egg_cuter has the following size:
Length: 17.55 cm,
width: 18.2 cm,
height: 9.43 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the board_with_food in cm? Length, width and height.","Object board_with_food has the following size:
Length: 11.69 cm,
width: 11.61 cm,
height: 3.41 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the board_with_food in cm? Length, width and height.","Object board_with_food has the following size:
Length: 35.01 cm,
width: 23.66 cm,
height: 1.7 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the board_with_food in cm? Length, width and height.","Object board_with_food has the following size:
Length: 7.32 cm,
width: 7.21 cm,
height: 4.6 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the board_with_food in cm? Length, width and height.","Object board_with_food has the following size:
Length: 5.91 cm,
width: 7.76 cm,
height: 0.55 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the board_with_food in cm? Length, width and height.","Object board_with_food has the following size:
Length: 3.22 cm,
width: 7.91 cm,
height: 0.78 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the board_with_food in cm? Length, width and height.","Object board_with_food has the following size:
Length: 2.13 cm,
width: 6.57 cm,
height: 0.75 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the board_with_food in cm? Length, width and height.","Object board_with_food has the following size:
Length: 5.23 cm,
width: 7.07 cm,
height: 0.75 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the board_with_food in cm? Length, width and height.","Object board_with_food has the following size:
Length: 1.95 cm,
width: 7.29 cm,
height: 0.78 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the lamp in cm? Length, width and height.","Object lamp has the following size:
Length: 195.9 cm,
width: 79.21 cm,
height: 102.36 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the sugar_basin in cm? Length, width and height.","Object sugar_basin has the following size:
Length: 18.89 cm,
width: 20.77 cm,
height: 9.86 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the dinner_set in cm? Length, width and height.","Object dinner_set has the following size:
Length: 33.47 cm,
width: 17.26 cm,
height: 4.13 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the dinner_set in cm? Length, width and height.","Object dinner_set has the following size:
Length: 49.67 cm,
width: 30.96 cm,
height: 2.47 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the dinner_set in cm? Length, width and height.","Object dinner_set has the following size:
Length: 38.2 cm,
width: 38.56 cm,
height: 3.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the dinner_set in cm? Length, width and height.","Object dinner_set has the following size:
Length: 38.2 cm,
width: 38.56 cm,
height: 3.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the dinner_set in cm? Length, width and height.","Object dinner_set has the following size:
Length: 38.2 cm,
width: 38.56 cm,
height: 3.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the dinner_set in cm? Length, width and height.","Object dinner_set has the following size:
Length: 38.2 cm,
width: 38.56 cm,
height: 3.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the dinner_set in cm? Length, width and height.","Object dinner_set has the following size:
Length: 38.2 cm,
width: 38.56 cm,
height: 3.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the dinner_set in cm? Length, width and height.","Object dinner_set has the following size:
Length: 33.03 cm,
width: 33.48 cm,
height: 1.58 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the dinner_set in cm? Length, width and height.","Object dinner_set has the following size:
Length: 11.59 cm,
width: 9.68 cm,
height: 8.26 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the dinner_set in cm? Length, width and height.","Object dinner_set has the following size:
Length: 23.16 cm,
width: 23.62 cm,
height: 1.97 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the dinner_set in cm? Length, width and height.","Object dinner_set has the following size:
Length: 13.28 cm,
width: 14.11 cm,
height: 8.26 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the dinner_set in cm? Length, width and height.","Object dinner_set has the following size:
Length: 12.3 cm,
width: 10.59 cm,
height: 8.26 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the dinner_set in cm? Length, width and height.","Object dinner_set has the following size:
Length: 22.66 cm,
width: 22.17 cm,
height: 1.97 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the kitchen_table in cm? Length, width and height.","Object kitchen_table has the following size:
Length: 230.0 cm,
width: 120.0 cm,
height: 97.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the kitchen_chair in cm? Length, width and height.","Object kitchen_chair has the following size:
Length: 61.26 cm,
width: 61.62 cm,
height: 90.08 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the glass in cm? Length, width and height.","Object glass has the following size:
Length: 5.16 cm,
width: 5.14 cm,
height: 17.43 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the kitchen_set2 in cm? Length, width and height.","Object kitchen_set2 has the following size:
Length: 46.0 cm,
width: 37.0 cm,
height: 115.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the glass in cm? Length, width and height.","Object glass has the following size:
Length: 17.56 cm,
width: 9.29 cm,
height: 7.7 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the glass in cm? Length, width and height.","Object glass has the following size:
Length: 6.17 cm,
width: 6.17 cm,
height: 18.38 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the glass in cm? Length, width and height.","Object glass has the following size:
Length: 6.17 cm,
width: 6.17 cm,
height: 18.38 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the glass in cm? Length, width and height.","Object glass has the following size:
Length: 6.17 cm,
width: 6.17 cm,
height: 18.38 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the kitchen_set2 in cm? Length, width and height.","Object kitchen_set2 has the following size:
Length: 270.0 cm,
width: 109.0 cm,
height: 125.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the kitchen_aspirator in cm? Length, width and height.","Object kitchen_aspirator has the following size:
Length: 63.1 cm,
width: 88.0 cm,
height: 61.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the pots in cm? Length, width and height.","Object pots has the following size:
Length: 8.75 cm,
width: 8.74 cm,
height: 14.35 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the pots in cm? Length, width and height.","Object pots has the following size:
Length: 13.16 cm,
width: 13.15 cm,
height: 10.08 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the pots in cm? Length, width and height.","Object pots has the following size:
Length: 13.1 cm,
width: 13.09 cm,
height: 25.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the pots in cm? Length, width and height.","Object pots has the following size:
Length: 11.17 cm,
width: 11.15 cm,
height: 30.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the pots in cm? Length, width and height.","Object pots has the following size:
Length: 15.78 cm,
width: 16.85 cm,
height: 18.67 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the halogen_01 in cm? Length, width and height.","Object halogen_01 has the following size:
Length: 10.42 cm,
width: 10.4 cm,
height: 0.32 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the halogen_02 in cm? Length, width and height.","Object halogen_02 has the following size:
Length: 10.42 cm,
width: 10.4 cm,
height: 0.32 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the fridge in cm? Length, width and height.","Object fridge has the following size:
Length: 71.6 cm,
width: 91.44 cm,
height: 182.88 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the kitchen_set in cm? Length, width and height.","Object kitchen_set has the following size:
Length: 515.0 cm,
width: 276.0 cm,
height: 87.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the kitchen_set in cm? Length, width and height.","Object kitchen_set has the following size:
Length: 31.44 cm,
width: 65.99 cm,
height: 82.11 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the wine in cm? Length, width and height.","Object wine has the following size:
Length: 26.04 cm,
width: 23.57 cm,
height: 14.32 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the wine in cm? Length, width and height.","Object wine has the following size:
Length: 22.9 cm,
width: 20.87 cm,
height: 19.03 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the apple in cm? Length, width and height.","Object apple has the following size:
Length: 8.17 cm,
width: 8.16 cm,
height: 5.92 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the apple in cm? Length, width and height.","Object apple has the following size:
Length: 6.46 cm,
width: 6.12 cm,
height: 5.33 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the apple in cm? Length, width and height.","Object apple has the following size:
Length: 9.52 cm,
width: 9.52 cm,
height: 6.93 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the apple in cm? Length, width and height.","Object apple has the following size:
Length: 7.73 cm,
width: 7.83 cm,
height: 6.13 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the apple in cm? Length, width and height.","Object apple has the following size:
Length: 8.46 cm,
width: 8.74 cm,
height: 6.63 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the apple in cm? Length, width and height.","Object apple has the following size:
Length: 5.86 cm,
width: 5.86 cm,
height: 5.55 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
"What is the size of the apple in cm? Length, width and height.","Object apple has the following size:
Length: 6.68 cm,
width: 6.67 cm,
height: 4.72 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0002.color.jpg
